"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"848930794320089088","","","2017-04-03 16:10:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @amazingatheist: Alright, @McDonalds you saw Rick and Morty. We saw Rick and Morty.

You know what we want. Make it happen.

#szechuansa…","848433397395406848","18744815","2017-04-02 07:14:19 +0000",""
"848348914617135104","848337177406709760","44054652","2017-04-02 01:38:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ChrisRGun bless you for tweeting this  ❤","","","",""
"848342479913005056","","","2017-04-02 01:13:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""NINE MORE SEASONS OF THAT MCNUGGET SAUCE MORTY""","","","",""
"848342281505693697","","","2017-04-02 01:12:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RickandMorty: Happy to have confused the world today. Or at least North America.","848337291491684353","729468343","2017-04-02 00:52:26 +0000",""
"848340659035664384","","","2017-04-02 01:05:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RICK AND MORTY SEASON 3 !!!! 😭😭😭😭😭😭","","","",""
"848339988609728512","","","2017-04-02 01:03:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ChrisRGun: New Rick and Morty streaming right now, no joke. https://t.co/pZAj9DnPrR Seriously it's fucking PERFECT","848337177406709760","44054652","2017-04-02 00:51:59 +0000","http://www.adultswim.com/videos/streams,http://www.adultswim.com/videos/streams"
"848339977004036096","","","2017-04-02 01:03:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ChrisRGun: This Rick and Morty is amazing holy shit.","848334500501241860","44054652","2017-04-02 00:41:20 +0000",""
"847933094845960192","","","2017-03-31 22:06:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When #Scandal ends the same damn way as it did last week... https://t.co/VfA3uf7Tmd","","","","https://twitter.com/redaiquirator/status/847933094845960192/photo/1"
"847872588093304832","","","2017-03-31 18:05:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When I'm searching specific terms re: the Signal Corps &amp; liberation I don't want to see that the top results are Holocaust denial sites","","","",""
"847858483164844032","","","2017-03-31 17:09:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Kiyoneki: https://t.co/IBnn32aqZW","847847543564324864","835939789941706752","2017-03-31 16:26:21 +0000","https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1,https://twitter.com/Kiyoneki/status/847847543564324864/photo/1"
"847838830241746944","847825085964668928","211031460","2017-03-31 15:51:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RealSamuelT what if the magic table moving that one time is the reason we live in a timeline where DT got elected....","","","",""
"847838646430511104","","","2017-03-31 15:51:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RealSamuelT: I wonder what the Magic table is up to these days","847825085964668928","211031460","2017-03-31 14:57:06 +0000",""
"847635519710216193","","","2017-03-31 02:23:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","So I'm laying here and Mika just gets up all of a sudden, starts sniffing my arm and then bites it... like what are you doing little dude?","","","",""
"847298091078213632","","","2017-03-30 04:03:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Like good god cat I'm trying to sleep and you're tearing through the flesh of my damn foot","","","",""
"847297676827738113","","","2017-03-30 04:01:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Waiting for the day where Mika doesn't steal my blankets and attacks my uncovered feet...","","","",""
"847286377368608768","","","2017-03-30 03:16:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @queer4bobweir: don't ever talk to my cat or my cat's mother ever agin","847286109323239425","779290666941681664","2017-03-30 03:15:24 +0000",""
"847255740209176576","","","2017-03-30 01:14:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Club Penguin closed today. America can never be great now.","","","",""
"847255117648633862","","","2017-03-30 01:12:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RIP @clubpenguin - I only got banned from you twice, but I'll remember those 2 times fondly","","","",""
"847049186088570880","","","2017-03-29 11:33:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ISO: someone to drink wine and watch Netflix with","","","",""
"846729300678201345","846051737945456642","506298643","2017-03-28 14:22:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@KobeBongrips can't eat with my girl Molly :p","","","",""
"846721793939394560","846721596698054656","211031460","2017-03-28 13:53:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RealSamuelT probably hoping that we'll donate money if they're nice 😒","","","",""
"846720154461487104","846714302098755588","211031460","2017-03-28 13:46:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@RealSamuelT same tho. I just got an email back - they apologized and removed the block. That's seriously the fastest they've ever responded to me","","","",""
"846704859734851584","846704578838085632","18517591","2017-03-28 12:45:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I sent them a screen shot of the damn email receipt (that I thought I deleted 😅) so HOPEFULLY I can complete my damn NKU app finally","","","",""
"846704578838085632","","","2017-03-28 12:44:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","My transcripts are on hold bcs of a parking violation that was paid off over a yr ago but Catalyst is still saying it's there. F u c k m e","","","",""
"846529435096506368","","","2017-03-28 01:08:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""At least I know that I liberated the women of this congregation so that they could wear pants to Synagogue!"" God bless Rabbi's wife","","","",""
"846445861336965121","","","2017-03-27 19:36:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @iameden: note to self:
take care of you","846445492351438848","1598790960","2017-03-27 19:35:06 +0000",""
"845884938767478784","","","2017-03-26 06:27:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Don't do drugs kids, you can't eat oyster crackers","","","",""
"845789925362581505","","","2017-03-26 00:10:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I get to dog sit a massive husky on and off again for the next 3 months so life is pretty great","","","",""
"845681376011698178","","","2017-03-25 16:58:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Googles: Iron Fist season 2 when","","","",""
"845666112805195776","","","2017-03-25 15:58:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Real time footage of Mika's thoughts when I'm trying to make him Snapchat (sound up) https://t.co/bqsRSxFhSD","","","","https://twitter.com/Redaquirator/status/845666112805195776/video/1"
"845477087972671488","","","2017-03-25 03:27:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kawaii Bush did 9/11 confirmed https://t.co/9ZHmBSnwcI","","","","https://twitter.com/Redaquirator/status/845477087972671488/photo/1"
"845430817526616064","","","2017-03-25 00:23:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","So Mike and I are looking for places to rent in Cinci but we'd be totally open to roommates - we'd like to keep things as cheap as possible","","","",""
"845329994595418114","","","2017-03-24 17:42:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AuschwitzMuseum: A statement regarding an incident at the site of the Memorial today. https://t.co/UxBM69r79W","845297483681009667","586291040","2017-03-24 15:33:19 +0000","https://twitter.com/AuschwitzMuseum/status/845297483681009667/photo/1,https://twitter.com/AuschwitzMuseum/status/845297483681009667/photo/1"
"844997493490434048","","","2017-03-23 19:41:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DylanFetty: Still waiting on Rick and Morty season 3...","844894568797671424","430823611","2017-03-23 12:52:17 +0000",""
"844969715198050304","","","2017-03-23 17:50:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm going to start taking naps during my lunch break 😴","","","",""
"844740816551792642","844739611293335552","211031460","2017-03-23 02:41:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RealSamuelT I guess 😜","","","",""
"844738717487124480","844738267027324928","211031460","2017-03-23 02:32:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RealSamuelT I don't even know who you are anymore !! 😭😭😭","","","",""
"844737813195182081","844736873272610817","211031460","2017-03-23 02:29:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RealSamuelT oh god I've never been more offended in my life 😠","","","",""
"844659474145185792","","","2017-03-22 21:18:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I lost my favorite choker over the weekend and I'm really bitter about it","","","",""
"844312825417912320","","","2017-03-21 22:20:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","However their NIGHTMARE of a parking lot cancels out anything else I could have potentially liked about it","","","",""
"844312679766470656","","","2017-03-21 22:20:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The only thing that I like about the new Kroger is that if I forgot to get something I needed at Oakley Kroger, I can run here right quick","","","",""
"844218956810543104","","","2017-03-21 16:07:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I probably say this a lot but I really recommend that y'all listen to a Holocaust survivor speak in person if you have not.","","","",""
"844218116322279424","","","2017-03-21 16:04:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AuschwitzMuseum: #WorldPoetryDay | 'There is my Soul' by an #Auschwitz survivor Halina Birenbaum (https://t.co/CAtiVB4uNB) https://t.co…","844217714805817345","586291040","2017-03-21 16:02:42 +0000","https://en.wikipedia.org/wiki/Halina_Birenbaum,https://en.wikipedia.org/wiki/Halina_Birenbaum,https://twitter.com/AuschwitzMuseum/status/844217714805817345/photo/1"
"844176757007814657","","","2017-03-21 13:19:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","What's a girl gotta do to get some fucking decent internet at work???","","","",""
"844162624812146688","","","2017-03-21 12:23:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If you are traveling on 71 n this morning leave early because traffic is fucked as all hell","","","",""
"843931418375983104","843931186250637312","18517591","2017-03-20 21:05:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","They said it should be back on but we'll see","","","",""
"843931186250637312","","","2017-03-20 21:04:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm rly glad I was out of town this weekend bcs the new landlord fucked something up and there hasn't been hot water since Thursday","","","",""
"843887335011966977","","","2017-03-20 18:09:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tbhjuststop: THE MOST ICONIC SCENE IN CRIMINAL MINDS https://t.co/xKXzkCdq1k","843885209472946176","1416289596","2017-03-20 18:01:27 +0000","https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1,https://twitter.com/tbhjuststop/status/843885209472946176/photo/1"
"843638802077966336","","","2017-03-20 01:42:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It's a silent wish to have no fear","","","",""
"843562718128934912","","","2017-03-19 20:39:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ChrisRGun: Just occurred to me that I'm an adult living on my own. How the fuck did this happen?","843562573647699968","44054652","2017-03-19 20:39:24 +0000",""
"843512291417055233","843511302005932032","1486824409","2017-03-19 17:19:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TheMainDoodMane There is nothing respectable about any person who likes The Bee Gees 😑","","","",""
"843200395497345024","","","2017-03-18 20:40:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I'm from the hood!""
""I'm also from the hood!""
Me: ""I live in Cinci?""
Ppl: ""OH SHIT Dude, Cinci is really bad!""
Me: ""I guess?""","","","",""
"843169208204738560","843168917006798849","928880371","2017-03-18 18:36:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CrocodileKenzie yuuuuuuuuh I'm hoping that I get my original one back before rent is due so I can just give them that 😅","","","",""
"843169023571476486","","","2017-03-18 18:35:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm just going to get lit and 5get about t #MillFest","","","",""
"843168584704647169","","","2017-03-18 18:33:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I just got a new landlord and apparently my security deposit doesn't just transfer over so I guess I'm fucked :D","","","",""
"843165759278858240","","","2017-03-18 18:22:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THEY ARENT EVEN COMPLETELY SOLID","","","",""
"843165490121990146","","","2017-03-18 18:21:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Last night Anthony told me to put extra alcohol in the Jell-O shots so of course I put a lot extra in &amp;now they taste like straight vodka","","","",""
"842822736074424320","","","2017-03-17 19:39:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","So when do Erins start getting free birthright trips to Ireland?","","","",""
"842821726564245504","","","2017-03-17 19:35:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cindy, on the phone with me: It's your holiday! Get it? Because your name is Erin
Me: pls stop","","","",""
"842791244824821760","","","2017-03-17 17:34:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I think my fondest memory of drinking in college was that time I drank moon shine from a sippy cup. Those were classy times.","","","",""
"842719041743716353","","","2017-03-17 12:47:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Someone took the Keurig out of the office and I don't think I'll make it to lunch at this rate","","","",""
"842594654646239233","842592206234030080","928880371","2017-03-17 04:33:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CrocodileKenzie he says ""thank you!"" ❤ https://t.co/ipveQeBQ9d","","","","https://twitter.com/Redaquirator/status/842594654646239233/photo/1"
"842586989220175872","","","2017-03-17 04:02:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My little shitlord of a son is 2 today. Happy birthday, Mika ❤😭 https://t.co/KcEmRL0AFI","","","","https://twitter.com/Redaquirator/status/842586989220175872/photo/1"
"842464054664925184","842461326496673794","18517591","2017-03-16 19:54:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","l o l n v m","","","",""
"842461326496673794","","","2017-03-16 19:43:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","There is a really dank paid internship wrking with Japanese prints at the Cincinnati Art Museum and I am so tempted to apply.","","","",""
"841814590895882240","","","2017-03-15 00:53:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dreaming of my next cat child 😌💭","","","",""
"841738027084967936","","","2017-03-14 19:49:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AuschwitzMuseum: Flowers at the Memorial. Visible symbols of memory. Let's remember and learn to be responsible citizens who build a be…","841732659608989696","586291040","2017-03-14 19:27:59 +0000","https://twitter.com/wildfireslovato/status/841650298930245632"
"841346060014505985","841345953227517955","18517591","2017-03-13 17:51:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","and I don't really miss the house as much. Probably just the people.","","","",""
"841345953227517955","","","2017-03-13 17:51:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sometimes I miss living in the Speakeasy but then I remember that my asthma has gotten so much better living in a mold free environment","","","",""
"840960472333586432","","","2017-03-12 16:19:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emanuel's doesn't lie when they say they have the best hummus in the USA. 😍","","","",""
"840749119526313984","","","2017-03-12 02:19:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Logan was fucking amazing. Holy shit.","","","",""
"840094591952986112","","","2017-03-10 06:58:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anyone in Athens (that's still awake) wanna bring Anthony and I pizza right now?","","","",""
"840079900941852673","","","2017-03-10 06:00:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Music heals","","","",""
"840076254653038595","","","2017-03-10 05:46:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hot tub chilling with one of my best friends. Life is good ❤","","","",""
"840055802585075713","","","2017-03-10 04:24:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I'm scared you'll leave me in the ground 🎶","","","",""
"840054045238808576","","","2017-03-10 04:17:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brb having a religious experience because Fuse is everything @RunCryWolf","","","",""
"840050015359909889","","289748784","2017-03-10 04:01:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Runcrywolf is streaming the new EP right now and I'm crying 😭😭😭😭😭","","","",""
"839961226813853697","839954067266875393","928880371","2017-03-09 22:08:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CrocodileKenzie oh cool! Thank you!","","","",""
"839945532961357828","","","2017-03-09 21:06:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Does anyone know where the girl scout cookie booth is in Kenwood mall?","","","",""
"839932515020337152","","","2017-03-09 20:14:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HYPE https://t.co/YuyqhpkwFs","","","","https://twitter.com/GameOfThrones/status/839931931076628480"
"839932434074456064","","","2017-03-09 20:14:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I will not apologize for tweeting live updates re: #GOTs7","","","",""
"839932268072341505","","","2017-03-09 20:13:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","THAT TEASER TRAILER THO I AM THE ONE MELTING NOW  #gots7","","","",""
"839931156992786434","","","2017-03-09 20:09:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JULY 16, 2017!!!!!!!!!!!! #GOTs7","","","",""
"839928881289244672","","","2017-03-09 20:00:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","117,000 people and counting are currently watching ice melt live. God bless this world #GOTs7","","","",""
"839927894608605184","","","2017-03-09 19:56:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Watching a MELTING BLOCK OF ICE because of #GOTs7 reveal hype","","","",""
"839570986085273601","","","2017-03-08 20:18:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I need a second job. Like a W2 job where I don't pay double the taxes.","","","",""
"839536217725288453","","","2017-03-08 18:00:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","l o l f u c k m e  

L i f e s u c k s","","","",""
"839320336835493888","","","2017-03-08 03:42:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @beesbrandy: Also.... I have to warn all of you. When @RunCryWolf drops that album Friday... I'm gonna cry on my floor and quote it 24/7…","838949549834018817","2363615840","2017-03-07 03:08:54 +0000",""
"838212899407605760","","","2017-03-05 02:21:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My goal is to become a lame-ass dad who tells really shit jokes","","","",""
"838212678971715588","","","2017-03-05 02:20:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On this Saturday I'm drinking to forget; drinking some dank h2o to forget months of dehydration","","","",""
"838093218512322560","","","2017-03-04 18:26:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ChrisRGun: I'm so bad at remembering that I have friends.","838093136681299968","44054652","2017-03-04 18:25:49 +0000",""
"838076960744083456","","","2017-03-04 17:21:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My mom is so much cooler with my brothers. The younger sibling privilege is real.","","","",""
"837742544377229312","","","2017-03-03 19:12:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shoe0nhead: i'm proud to be a liberal https://t.co/1fobGX6w1g","837410853234348032","1733467884","2017-03-02 21:14:40 +0000","https://twitter.com/aryanfrogg/status/837410468763484162,https://twitter.com/aryanfrogg/status/837410468763484162"
"837481963204263936","","","2017-03-03 01:57:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't wait until Kroghetto reopens bcs I really need a place to buy snacks that isn't the damn corner store","","","",""
